UUID,Site_Code,State_Key,District,Latitude,Longitude,Land_Use,Elevation_m,Slope_deg,Dist_to_Road_km,Pop_Density_sqkm,Land_Value_USD_sqm,Suitability_Score
D87FC2B7,IN-BAR-AD17,IND,Barwani,21.624863293144436,74.96295673312954,Residential,1120.47,3.38,4.19,494,5012.01,65.31
7B00E161,IN-BAR-7EBE,IND,Barwani,21.816179404810374,75.0584302478878,Agricultural,234.21,8.0,9.9,1650,2954.02,37.42
FA263F86,IN-SAT-DC69,IND,Satna,24.357421828917488,81.25052800700645,Residential,172.07,7.35,7.11,165,3147.88,45.1
9E37D4A5,IN-SAT-783A,IND,Satna,24.272367789080796,80.78844568736379,Commercial,669.04,4.95,5.04,223,4230.99,77.17
9137FED0,IN-SAT-E9AF,IND,Satna,24.129998093931786,80.68776430231352,Residential,909.01,2.99,1.08,100,12087.33,64.37
89461C85,IN-SAT-5182,IND,Satna,24.66572773268097,80.66255199902302,Residential,79.01,3.24,2.24,1660,8384.3,88.46
A80A4670,IN-SAT-517D,IND,Satna,24.38939475282728,80.81313534097957,Residential,205.86,1.29,5.72,2187,4593.71,72.68
0A497ADA,IN-SAT-D9BE,IND,Satna,24.371364100143307,81.13867788392974,Agricultural,15.96,7.0,2.85,995,6893.93,70.95
AA785338,IN-SAT-9A9B,IND,Satna,24.150826362143487,81.12591498005033,Agricultural,433.84,4.92,0.76,404,14390.68,88.45
90B34DC7,IN-SAT-A38D,IND,Satna,24.388057314261886,80.4911070979302,Residential,445.22,2.88,1.19,2482,12388.69,81.32
4ABEA10A,IN-SAT-3E6D,IND,Satna,24.266433847249125,81.19130578483346,Residential,290.81,2.69,0.67,502,15212.69,96.95
3DF8B22F,IN-SAT-5608,IND,Satna,24.644916256734795,80.61812897855228,Industrial,373.01,3.62,2.36,624,7688.43,71.53
6E35DA81,IN-SAT-CB5D,IND,Satna,24.7675949541083,80.90174850410864,Commercial,259.54,2.18,2.18,475,8058.25,76.2
EEF21BAC,IN-SAT-8658,IND,Satna,25.02359416752224,80.59744131125453,Commercial,515.49,6.25,8.39,1057,3083.92,52.35
D7AF62AC,IN-CHH-39EF,IND,Chhatarpur,24.566394857167097,79.06693139025057,Industrial,613.13,6.65,1.25,100,11138.78,78.01
8865299D,IN-CHH-CBF9,IND,Chhatarpur,24.763423285861762,79.68452089961094,Commercial,835.53,4.35,2.81,3925,8132.24,73.22
8F6C723E,IN-CHH-7ED9,IND,Chhatarpur,25.064192671752075,79.4445663307216,Commercial,740.95,3.15,0.86,825,13798.83,91.51
AE465AF2,IN-CHH-3F7C,IND,Chhatarpur,25.342843802683973,80.25250681379183,Commercial,701.55,4.91,2.07,2333,9074.7,82.36
5F395ED7,IN-CHH-06D5,IND,Chhatarpur,25.22560028425921,80.15180010604429,Agricultural,677.74,7.66,3.34,2357,6698.53,71.86
5B2BF7DE,IN-CHH-1D7A,IND,Chhatarpur,24.624210434145297,79.4265920219243,Residential,472.82,5.79,0.94,756,13184.17,94.86
54DD32B4,IN-CHH-C864,IND,Chhatarpur,24.715873307486184,79.44597917363913,Residential,146.27,15.36,2.07,1565,8777.41,82.67
01E886FF,IN-CHH-A4D7,IND,Chhatarpur,24.670464722666793,79.6591468782846,Industrial,697.07,0.69,4.8,3133,5560.29,63.42
FF03C530,IN-CHH-A43B,IND,Chhatarpur,25.077806579343186,80.14399048792087,Residential,738.0,3.44,0.96,338,12882.23,76.63
B9B6831B,IN-CHH-697F,IND,Chhatarpur,24.53804667395918,79.60415951581764,Commercial,956.97,1.82,1.05,6107,14621.16,76.33
C9570BB6,IN-CHH-9356,IND,Chhatarpur,25.237469453205996,80.33601286546725,Agricultural,77.92,0.51,4.23,391,4936.99,72.17
0D92DB04,IN-CHH-D2B2,IND,Chhatarpur,24.581855135045306,79.21409306734074,Agricultural,626.9,6.18,5.45,696,4154.81,80.04
6160C151,IN-IND-1103,IND,Indore,22.563493107831267,75.81714306239792,Residential,757.67,5.98,10.47,125,2229.38,45.75
6FAF0982,IN-IND-0AE1,IND,Indore,22.696588933296095,76.0570688480498,Residential,104.11,7.92,0.67,185,15044.03,69.19
C02A1DDA,IN-IND-CBFC,IND,Indore,22.927895439045066,75.6810521395289,Commercial,301.54,3.11,1.75,1717,9763.21,88.9
38AC385E,IN-IND-BBB2,IND,Indore,22.97984589439319,75.61399985292357,Industrial,602.75,4.03,2.76,415,6815.33,82.99
E8BEABDF,IN-IND-A911,IND,Indore,22.658892372201255,75.81599130809407,Agricultural,497.49,5.28,2.05,450,8368.15,90.52
8E428073,IN-IND-09F2,IND,Indore,22.72812796401598,75.7220852988636,Industrial,98.0,2.07,5.7,1349,4271.8,64.24
82EC092B,IN-IND-71FF,IND,Indore,22.84735694600417,75.98372026861608,Industrial,621.99,7.26,1.4,294,10535.94,89.73
C25E3E1D,IN-IND-78AF,IND,Indore,23.032298091273795,75.75496287915354,Industrial,171.57,1.54,2.94,100,6380.26,81.89
4B5CCD80,IN-IND-4266,IND,Indore,22.54941755243331,75.95471946578688,Agricultural,420.88,0.16,3.91,1420,5664.97,76.19
FDF89194,IN-IND-9205,IND,Indore,22.950425645779255,75.52977044927954,Commercial,1129.22,6.96,1.69,341,9420.68,68.18
2FF2E664,IN-IND-5769,IND,Indore,22.81630199675704,75.72402748067869,Industrial,0.0,0.03,1.39,275,10573.09,71.35
A9299E56,IN-IND-E335,IND,Indore,22.476331675797024,75.81355451936363,Commercial,507.59,4.98,2.9,100,6446.36,84.67
938AEAF7,IN-IND-249B,IND,Indore,22.73243656455626,75.76618965460445,Agricultural,784.43,3.77,0.75,1013,14713.71,74.37
6D98E092,IN-IND-9358,IND,Indore,22.88127192428988,75.78490067184086,Industrial,354.72,0.74,6.28,100,3473.29,52.42
F6FB2E0D,IN-IND-CFFA,IND,Indore,23.018389914990905,75.86777361445937,Residential,791.09,0.84,2.81,1549,7179.57,68.42
F09586EE,IN-IND-7A46,IND,Indore,22.64613132098817,75.67542690455929,Agricultural,806.45,1.35,1.88,436,8844.13,80.54
05EA4991,IN-IND-7360,IND,Indore,22.445719908295544,75.81346347824254,Commercial,791.03,0.84,2.77,464,6810.17,68.9
9CE3BC0D,IN-IND-9BE3,IND,Indore,22.506546362482826,75.62392364897116,Commercial,558.7,7.92,4.23,795,5100.94,83.0
829098BD,IN-RAT-E7E0,IND,Ratlam,23.681743169528517,75.61584417919674,Residential,69.12,3.64,2.23,1477,8340.17,82.83
58742FFD,IN-RAT-FA49,IND,Ratlam,23.59684014921067,75.04655232328487,Agricultural,419.99,3.98,2.63,1596,7517.03,90.53
E2DE80AC,IN-RAT-CEB1,IND,Ratlam,23.467168929409535,75.13392009592694,Commercial,536.82,4.76,1.24,456,11321.43,68.92
58F7413B,IN-RAT-F750,IND,Ratlam,23.566215279522314,74.89730392413519,Agricultural,647.5,7.7,2.74,446,6862.19,88.48
CB5248AC,IN-RAT-E9CB,IND,Ratlam,23.664581906935076,75.26261516567806,Agricultural,449.52,5.91,1.01,687,12687.53,70.14
D0145CC9,IN-RAT-6EFB,IND,Ratlam,23.284272240972037,74.83693648696926,Commercial,419.9,7.66,3.4,100,5718.7,91.56
4BEAA07A,IN-RAT-6304,IND,Ratlam,23.706484543469013,74.97147615201852,Residential,492.4,0.29,2.93,342,6495.61,76.3
8B833E4A,IN-RAT-71BE,IND,Ratlam,23.723700197302964,75.68326168278718,Industrial,261.86,8.08,4.59,1650,5133.6,62.0
FBBF5515,IN-RAT-8738,IND,Ratlam,23.500113138522966,74.77672041612021,Industrial,619.41,1.81,6.07,945,3913.88,70.57
ED56C974,IN-HAR-E539,IND,Harda,22.074779406765483,77.07081620991381,Residential,367.97,4.07,0.95,2551,13817.71,73.21
8FA002C3,IN-HAR-7927,IND,Harda,22.453871785577636,77.02035572393505,Commercial,609.23,0.15,0.86,1433,14039.89,95.9
36B05036,IN-HAR-9553,IND,Harda,22.123762468835643,77.08091903368036,Residential,152.54,4.67,3.41,100,5709.04,74.33
95FA6FFD,IN-HAR-8B0E,IND,Harda,22.506828859790126,77.10780024352782,Industrial,0.0,0.86,0.65,1083,15572.48,70.22
BCBD1000,IN-HAR-ADE7,IND,Harda,22.34806317092534,76.83501260664025,Residential,340.69,4.94,3.95,2086,5889.79,84.55
5B36B02C,IN-HAR-B062,IND,Harda,22.41791503331573,77.09754666315098,Industrial,0.0,11.52,11.11,447,2242.84,55.91
7BEBB76D,IN-HAR-5282,IND,Harda,22.133356163593767,77.18745870809695,Commercial,510.86,9.46,1.4,810,10740.95,84.66
CF87447F,IN-HAR-17DD,IND,Harda,22.336552873279313,76.82955621655877,Agricultural,705.25,0.71,0.17,263,21463.69,88.99
956BB44F,IN-HAR-C9C3,IND,Harda,22.50692900474984,77.21143128649818,Residential,848.18,2.83,4.08,472,5106.61,68.37
E19943ED,IN-HAR-8B09,IND,Harda,22.13876492158392,77.25921924572198,Agricultural,216.12,0.8,10.82,2976,3305.73,51.19
4BA595CB,IN-HAR-3E45,IND,Harda,22.100969973467596,77.2426074776663,Industrial,566.35,5.6,2.7,2156,7619.57,85.9
399642E4,IN-HAR-1A11,IND,Harda,22.354864347488206,77.05520005857906,Commercial,933.32,3.31,0.44,197,17469.62,74.23
8428AC1E,IN-HAR-3338,IND,Harda,22.226954864159172,77.30351356496882,Residential,231.76,5.43,0.41,192,17809.37,77.6
7EEEC70E,IN-HAR-B2B0,IND,Harda,22.00570853377199,77.07625024914601,Residential,688.28,6.91,1.52,100,9951.18,82.05
1F0EACC4,IN-HAR-68DD,IND,Harda,22.422688559270526,77.10503538159358,Industrial,559.89,1.69,10.05,1353,2803.58,41.13
DC008765,IN-HAR-5BC4,IND,Harda,21.984472981364352,77.22539638773169,Industrial,320.05,0.79,2.07,845,8471.34,67.47
6B7632A3,IN-HAR-9D60,IND,Harda,22.487972510520304,77.01667403485098,Agricultural,950.13,2.35,2.69,1310,7305.4,82.42
BC186132,IN-HAR-0AB3,IND,Harda,22.31293026749722,76.9523523642548,Industrial,195.31,3.36,3.59,127,5499.59,68.36
FDAD4990,IN-SAG-F9CD,IND,Sagar,24.061170671809727,79.13844542519841,Agricultural,709.69,4.54,5.85,2693,4726.41,69.08
57FAFD72,IN-SAG-064E,IND,Sagar,24.062019517028823,78.81467256290018,Residential,25.82,10.44,7.61,1448,3482.69,44.67
955D500B,IN-SAG-7FF8,IND,Sagar,23.343292830046884,79.16541357240918,Industrial,385.7,2.67,7.08,100,3134.98,61.52
19246F3D,IN-SAG-6797,IND,Sagar,23.267253128928537,78.99942976671623,Commercial,0.0,0.68,1.23,683,11508.42,98.51
D386B8BA,IN-SAG-F14B,IND,Sagar,23.484112182224216,78.98776190814864,Commercial,425.86,4.36,0.7,855,15083.64,79.51
E2669A58,IN-SAG-0F11,IND,Sagar,23.382008399209376,78.9579349225719,Industrial,1116.15,6.7,2.31,523,7762.46,69.32
6D532B71,IN-SAG-3788,IND,Sagar,23.81087705020304,78.84184381385815,Residential,586.37,7.23,7.75,2656,3920.29,47.42
31E5AD31,IN-SAG-0157,IND,Sagar,24.388583642751062,79.18249703272632,Agricultural,386.52,2.23,3.06,329,6288.67,78.03
97B9B64C,IN-SAG-0AB2,IND,Sagar,23.814389986795767,78.58492501109502,Industrial,436.94,7.08,13.53,267,1827.38,31.0
DFB96185,IN-SAG-60D5,IND,Sagar,23.518351398398174,79.3175154915671,Industrial,617.87,0.83,11.57,4540,3804.73,39.77
3F6BD87E,IN-SAG-8ECB,IND,Sagar,23.452741134354294,79.08593656610714,Residential,541.52,3.82,3.63,254,5503.18,83.38
BB59EA45,IN-SAG-3983,IND,Sagar,23.489246504957013,78.94252208102525,Agricultural,128.9,5.76,4.19,174,4886.36,86.75
94CDD13E,IN-SAG-17ED,IND,Sagar,23.791180355495452,79.0565264787337,Agricultural,571.63,3.2,3.85,459,5334.99,74.3
057123EF,IN-SAG-B425,IND,Sagar,23.869603916692775,78.49812344166436,Industrial,24.31,5.5,2.57,540,7217.09,71.37
69D9F3C9,IN-NEE-06BB,IND,Neemuch,24.486701101366112,75.36825357576438,Agricultural,506.53,5.11,5.67,243,3847.32,78.39
11FDF32F,IN-NEE-ADCB,IND,Neemuch,24.508799882112093,75.32474782229372,Residential,681.04,0.9,13.63,492,1905.3,31.01
7A0EDC36,IN-NEE-185B,IND,Neemuch,24.537500640261815,74.84407721952671,Residential,741.23,3.22,8.69,1065,3006.11,45.88
B948482C,IN-NEE-F64A,IND,Neemuch,24.68498216510284,74.81455026444846,Agricultural,635.83,5.36,3.83,2786,6286.23,83.41
EA195F16,IN-NEE-E78A,IND,Neemuch,24.297967371875494,74.80723841327274,Industrial,668.23,1.77,10.52,654,2430.97,27.42
CF1E60E3,IN-NEE-1570,IND,Neemuch,24.958823736178022,75.21340158961891,Commercial,302.84,1.32,0.98,636,12874.6,80.14
1D46EBB6,IN-NEE-5F86,IND,Neemuch,24.370637607266914,75.03276704894188,Residential,535.03,8.43,5.65,329,3888.56,66.48
633A8132,IN-NEE-7801,IND,Neemuch,24.60435449259706,74.82102629258115,Residential,526.24,3.53,1.17,854,11878.73,88.34
8EDD30B1,IN-NEE-42E4,IND,Neemuch,24.859536848246737,75.32868883050136,Residential,583.55,1.38,1.12,462,11955.1,80.1
6FFF2E4F,IN-NEE-422A,IND,Neemuch,24.887952830770523,75.22441974059171,Industrial,606.46,5.2,1.13,165,11808.57,79.43
7E92E7D7,IN-NEE-F9E6,IND,Neemuch,24.920794516952032,74.85382505941104,Commercial,742.36,0.52,16.36,1106,1883.02,31.44
7BABFD15,IN-NEE-5F2D,IND,Neemuch,24.460197250951172,74.98181574172453,Industrial,563.11,4.75,1.73,2693,10242.18,81.91
4D46586B,IN-NEE-9905,IND,Neemuch,24.8473370064527,75.08607744187931,Commercial,631.2,1.93,4.85,100,4310.29,64.03
4552C552,IN-NEE-9B1C,IND,Neemuch,24.465087298706443,74.87014774351995,Residential,127.82,5.45,1.13,354,11872.32,82.05
06D78751,IN-TIK-7C97,IND,Tikamgarh,24.96477251825454,79.30022509561985,Industrial,353.09,1.96,0.81,275,13889.81,86.1
7BE123C6,IN-TIK-1004,IND,Tikamgarh,24.969745777479595,78.83958267067584,Agricultural,883.57,4.91,3.27,1389,6404.7,77.61
341FA3A3,IN-TIK-9517,IND,Tikamgarh,24.683111925650394,78.83852457767831,Residential,179.15,3.99,3.9,963,5487.29,66.22
C64B7966,IN-TIK-4F2B,IND,Tikamgarh,25.14761278460433,78.91915297595776,Commercial,120.87,6.85,6.73,732,3526.57,42.73
1E916AEF,IN-TIK-6C9C,IND,Tikamgarh,25.00336632510386,78.99114295040427,Commercial,338.02,6.68,6.53,3573,4747.81,59.25
BD1D4A23,IN-TIK-69E7,IND,Tikamgarh,24.65815202183947,78.91369773752221,Agricultural,357.03,6.52,2.16,248,8006.19,91.78
45C2EC8D,IN-TIK-BEF4,IND,Tikamgarh,24.940756911671045,79.31595225089605,Commercial,562.24,2.12,0.64,1912,16030.82,81.15
285B4A64,IN-TIK-6DFD,IND,Tikamgarh,24.996416796033188,78.9579506764351,Industrial,557.9,4.82,3.23,299,6032.54,78.66
F455C0E3,IN-TIK-B9D2,IND,Tikamgarh,24.755927398244115,78.86106986062504,Residential,165.11,5.12,1.55,1258,10324.69,84.67
29E4F783,IN-TIK-CF0D,IND,Tikamgarh,25.14093944777713,78.9955456639434,Industrial,273.21,1.8,6.84,524,3400.0,53.54
0459F26E,IN-TIK-6793,IND,Tikamgarh,24.78417643524385,78.80450067544973,Commercial,484.96,0.63,1.45,2068,11036.3,92.58
51B2A2BB,IN-TIK-AF25,IND,Tikamgarh,24.83901765091368,79.07320876134081,Agricultural,617.93,2.02,0.83,1159,14124.05,67.19
017E964C,IN-TIK-B0E1,IND,Tikamgarh,24.740366214161515,78.96197817037113,Commercial,406.78,4.04,8.44,729,2939.38,57.8
33B6B1D2,IN-TIK-4AB8,IND,Tikamgarh,24.958039805149,79.0528734597263,Residential,198.97,1.66,2.01,3159,9567.26,87.98
A86130BE,IN-TIK-BD94,IND,Tikamgarh,25.033595762335807,79.02023105977904,Agricultural,803.41,3.43,5.75,1598,4340.19,57.07
78FED723,IN-TIK-EE74,IND,Tikamgarh,25.149533139204582,79.03148792681706,Commercial,1217.58,3.84,1.71,610,9480.29,69.18
891FD546,IN-TIK-B32B,IND,Tikamgarh,24.765197621400326,78.9457912401347,Residential,180.74,8.83,2.29,1107,8044.4,88.61
FB05DF6B,IN-TIK-A63F,IND,Tikamgarh,24.98921641006215,79.01110920186414,Commercial,934.65,1.58,7.6,510,3112.32,50.93
1142683B,IN-TIK-A5D9,IND,Tikamgarh,24.830618350133513,79.23295882810203,Commercial,670.65,1.29,8.74,2331,3500.29,36.61
54002BDF,IN-GUN-A7A7,IND,Guna,24.443054643314067,77.00115058725656,Residential,370.39,9.04,12.03,924,2288.07,42.02
FAAD3C9B,IN-GUN-E770,IND,Guna,24.728980013879976,77.47677509881753,Residential,207.58,0.77,2.06,1171,8649.78,92.04
B34F74E9,IN-GUN-044E,IND,Guna,25.019016552079282,76.89520918242127,Residential,149.16,3.6,4.04,14156,10619.83,67.83
5F9BA8FB,IN-GUN-E76E,IND,Guna,24.330137175393535,77.33541836881449,Agricultural,689.43,0.74,1.31,1395,11393.13,82.62
595373DE,IN-GUN-2F4C,IND,Guna,24.833705143288125,77.43655135343892,Commercial,972.08,2.88,2.1,1805,8777.79,80.03
DFF14B61,IN-GUN-7B3B,IND,Guna,24.643239624752493,77.24671031602236,Agricultural,728.23,0.29,4.82,570,4524.04,62.65
773D4284,IN-GUN-09FE,IND,Guna,24.98390854905676,77.23098439004113,Commercial,835.67,6.37,4.66,550,4638.46,73.53
F355DDD1,IN-GUN-A19F,IND,Guna,24.919460759445645,77.26967071697034,Residential,676.98,1.28,7.05,3462,4490.48,53.85
5FEC737E,IN-GUN-C94C,IND,Guna,24.387801083179692,77.552283077223,Industrial,119.93,2.19,2.11,4323,9772.05,89.02
CC0E5CB5,IN-GUN-4CF1,IND,Guna,24.38234932316378,77.02030158135243,Residential,0.0,1.06,3.24,256,5998.32,72.77
3709807C,IN-GUN-7B9A,IND,Guna,24.875439339276255,77.2944108583531,Industrial,764.02,7.17,7.1,956,3468.44,45.54
E9E707B6,IN-GUN-E7FD,IND,Guna,24.673418975340486,77.1352088291638,Agricultural,713.49,2.5,1.64,681,9733.85,83.47
E2233724,IN-GUN-FA41,IND,Guna,24.935856282307807,77.05875849653995,Industrial,944.69,5.16,2.18,562,8095.11,84.2
65BCB0BE,IN-DEW-A2FD,IND,Dewas,23.191204538546405,76.39855051628989,Commercial,594.83,3.02,1.94,2225,9400.25,77.82
79878275,IN-DEW-CA66,IND,Dewas,22.703302053339875,76.4125648380045,Residential,311.4,13.09,3.33,130,5825.98,89.71
CCC53774,IN-DEW-CC37,IND,Dewas,22.405624815633157,76.77473635300538,Industrial,162.79,2.82,0.93,1494,13530.79,77.42
B7D09D58,IN-DEW-2637,IND,Dewas,23.09404186651588,76.27660804162069,Commercial,368.09,2.98,1.1,690,12203.07,68.09
EEC9655F,IN-DEW-B6FD,IND,Dewas,22.536907965785517,76.35132661937203,Agricultural,287.97,1.82,5.62,316,3904.93,72.38
89460C94,IN-DEW-64A1,IND,Dewas,22.49061179448044,76.72967275769535,Commercial,290.52,0.62,1.07,437,12230.89,71.3
1CB2E512,IN-MAN-A3FD,IND,Mandsaur,24.742619992660668,75.73095998361272,Agricultural,196.43,2.24,1.01,181,12494.43,97.83
FFFF3904,IN-MAN-A8DF,IND,Mandsaur,24.659817185551887,75.85195762503102,Commercial,768.66,8.7,4.48,535,4776.33,78.38
B2104FFC,IN-MAN-E16A,IND,Mandsaur,24.129073908602187,75.64812281449056,Industrial,0.0,8.63,7.35,570,3223.29,61.4
B7FCE0F1,IN-MAN-D097,IND,Mandsaur,24.48842128213699,75.90644049398779,Agricultural,962.13,6.28,3.59,312,5568.17,68.13
C4F8C4EE,IN-MAN-DB26,IND,Mandsaur,24.566065613562188,75.85423871581007,Residential,937.07,2.38,5.93,1152,4067.66,53.18
1AECA8A3,IN-MAN-98D0,IND,Mandsaur,24.011364343876462,75.05370433544876,Residential,33.83,7.83,7.76,1500,3454.23,40.83
D51D4FD9,IN-MAN-08B7,IND,Mandsaur,23.930479296818078,75.24060809185873,Industrial,667.05,10.16,2.39,238,7466.34,68.72
17899B51,IN-MAN-8B04,IND,Mandsaur,24.18542191060813,75.67933897082918,Commercial,467.56,5.56,5.42,1413,4457.64,56.61
2D4C4F38,IN-MAN-48F8,IND,Mandsaur,24.086357413222796,75.43393477880386,Industrial,32.66,3.67,8.42,386,2808.16,56.62
7929229E,IN-MAN-5655,IND,Mandsaur,24.204786166092955,74.99924922586298,Residential,111.51,1.1,1.38,1157,10972.17,70.29
3CEC0831,IN-MAN-877E,IND,Mandsaur,23.811457238832027,74.98954555254595,Industrial,656.11,0.36,3.24,637,6144.66,69.59
C086B59A,IN-MAN-978E,IND,Mandsaur,24.492227854979717,75.57365708189123,Agricultural,576.12,8.97,7.8,484,3035.43,32.54
E0956FBA,IN-MAN-1169,IND,Mandsaur,24.152811642418115,74.92559756819202,Industrial,793.93,6.62,4.01,304,5115.03,73.55
A56544F4,IN-MAN-D17D,IND,Mandsaur,24.56476786611707,75.71007033143003,Residential,654.21,7.75,3.12,189,6138.64,78.95
2B464EDD,IN-MAN-563D,IND,Mandsaur,23.9428726217592,74.99124307811044,Industrial,116.08,5.79,2.43,311,7415.44,75.95
C6D8A6E6,IN-MAN-A23E,IND,Mandsaur,24.089759052109763,75.01910675317033,Residential,257.08,0.94,3.7,279,5426.82,87.19
E8553258,IN-MAN-1424,IND,Mandsaur,24.259669624216897,75.10291195507894,Agricultural,536.88,3.45,3.89,151,5176.89,91.17
C9983833,IN-MAN-1A47,IND,Mandsaur,24.366706304575438,75.50702145845108,Agricultural,540.85,3.53,1.58,100,9714.38,91.8
6C15B78A,IN-MAN-2F12,IND,Mandsaur,23.896004387376546,75.40046998134197,Residential,0.0,1.59,10.93,460,2279.84,53.11
EC8A1E87,IN-KHA-FE28,IND,Khargone (West Nimar),21.639607117781484,75.47088501980423,Agricultural,284.0,4.62,5.53,167,3893.66,74.52
B35A92F9,IN-KHA-F844,IND,Khargone (West Nimar),21.5102567500715,75.52800031152566,Industrial,951.42,0.6,2.81,456,6746.83,70.15
4E2E95A4,IN-KHA-E41C,IND,Khargone (West Nimar),21.448788235664296,75.81389192079645,Industrial,547.32,1.55,1.24,495,11371.88,66.92
B7BE2C8E,IN-KHA-3167,IND,Khargone (West Nimar),22.4928887268245,76.09598011614634,Industrial,378.47,3.5,3.8,273,5312.59,68.83
E79B4C00,IN-KHA-5B51,IND,Khargone (West Nimar),21.897920835478605,75.46380531659285,Industrial,0.0,3.48,0.48,1119,17303.07,73.33
1FA823BC,IN-KHA-5B93,IND,Khargone (West Nimar),21.68846601946255,75.63546099788724,Industrial,462.42,5.02,1.83,494,9038.13,94.32
5D79591D,IN-KHA-9695,IND,Khargone (West Nimar),22.1351704485482,75.42282620843892,Commercial,451.01,5.93,1.22,185,11349.46,70.2
E2266B12,IN-KHA-0169,IND,Khargone (West Nimar),21.5832956168574,75.63781332312335,Industrial,585.92,9.47,2.72,3792,8244.02,92.33
7B9ABF0F,IN-KHA-CF3D,IND,Khargone (West Nimar),22.03168509408489,75.91801342268904,Industrial,930.29,1.42,0.86,100,13470.84,72.75
4E613B87,IN-KHA-4FD9,IND,Khargone (West Nimar),22.1578494297832,76.01715675354453,Agricultural,756.03,6.18,4.67,518,4616.21,76.87
5809D349,IN-KHA-F55B,IND,Khargone (West Nimar),22.12215236687503,75.35585370258744,Agricultural,923.71,0.32,3.86,145,5205.61,89.34
D9F43F5E,IN-KHA-DA61,IND,Khargone (West Nimar),21.688843855960418,76.13607764219323,Commercial,443.81,0.1,2.07,791,8468.65,84.38
AD2563B1,IN-KHA-E445,IND,Khargone (West Nimar),21.88242655879075,75.46987931736942,Agricultural,652.9,1.45,5.19,1500,4641.18,77.56
E9D436AD,IN-SHE-3BDC,IND,Sheopur,25.518590306014993,77.0631991396678,Agricultural,521.74,3.41,3.56,839,5820.93,82.88
11BA1864,IN-SHE-2F6A,IND,Sheopur,25.376196840877505,77.01112579922761,Agricultural,797.89,6.01,2.81,671,6834.37,88.66
F9BB5ADE,IN-SHE-62FB,IND,Sheopur,25.484108132023806,76.71967704285255,Commercial,834.65,5.83,2.06,100,8215.19,70.88
ABB0CEA7,IN-SHE-CB9C,IND,Sheopur,25.869549220850274,76.87429010374898,Commercial,363.83,2.69,3.11,1222,6571.7,80.86
864B8FA4,IN-SHE-508C,IND,Sheopur,25.41803304366379,76.83290141710661,Industrial,747.44,6.39,2.61,100,6960.87,80.29
AC16190F,IN-SHE-B40B,IND,Sheopur,25.516657206651594,76.67214304588039,Residential,0.0,4.55,0.33,1428,19310.64,92.9
2898A114,IN-SHE-D10A,IND,Sheopur,26.010254194458,77.40551169873801,Agricultural,671.6,4.82,3.33,100,5811.16,69.48
8A7E6452,IN-SHE-3F5F,IND,Sheopur,25.513602427201754,77.12271150130282,Commercial,55.66,14.9,0.4,588,18107.54,69.91
4A6D9B76,IN-SHE-1089,IND,Sheopur,25.86560472777958,77.19810766999706,Residential,191.9,14.8,4.74,1607,5001.64,61.84
9957A89A,IN-SHE-FC0F,IND,Sheopur,25.57175572719023,76.56243942817713,Agricultural,373.08,5.76,1.56,749,10052.8,97.26
73FD4AF7,IN-SHE-9744,IND,Sheopur,25.9647146125921,77.07420724504327,Residential,228.44,6.73,9.42,2107,3241.65,35.53
A8245FC7,IN-MOR-7680,IND,Morena,26.46928300195468,77.85863504411381,Residential,486.72,8.46,3.84,3640,6621.51,71.41
E7DF579C,IN-MOR-FFC0,IND,Morena,26.43645594947322,77.7901431797947,Industrial,235.95,6.82,5.75,1307,4225.72,54.76
86F350CD,IN-MOR-C95E,IND,Morena,26.69512962871287,78.44506382918436,Residential,248.31,3.54,3.97,367,5182.16,74.72
A222AE00,IN-MOR-8E6C,IND,Morena,26.095434551930165,77.57764212491969,Commercial,113.44,7.85,2.17,364,8034.23,88.61
FDD8759A,IN-MOR-C445,IND,Morena,26.366475144791085,77.4911108421162,Industrial,516.5,2.86,6.42,1281,3879.78,50.55
44A8F379,IN-MOR-B549,IND,Morena,26.365255885687116,78.1814322700947,Agricultural,524.95,2.77,6.2,656,3734.25,73.27
1D69A3BF,IN-MOR-9A26,IND,Morena,26.712221328754072,78.38945380895181,Residential,282.83,5.34,5.61,161,3847.95,65.74
998E38B7,IN-MOR-6A12,IND,Morena,26.55627237622789,77.86794795965612,Commercial,479.81,0.05,3.12,1205,6543.38,86.48
B33D1237,IN-MOR-A4BC,IND,Morena,26.24890484965213,77.43007180538596,Industrial,103.53,5.4,0.36,679,18683.98,92.17
E9F26348,IN-MOR-7E14,IND,Morena,26.58966646420322,78.35591091437692,Agricultural,470.98,7.96,0.31,954,19524.22,79.49
0AF2A3D0,IN-MOR-2DC9,IND,Morena,26.07259829769328,77.6935507528646,Industrial,404.66,2.14,2.73,1922,7474.77,74.94
338834F5,IN-MOR-4CFE,IND,Morena,26.14296365939123,77.62494731434998,Agricultural,421.42,7.85,3.78,510,5438.81,93.35
